topic,docno,score,category,question,query,narrative,disclaimer,answer,evidence,year
156,en.noclean.c4-train.04732-of-07168.76170,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04788-of-07168.66583,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04809-of-07168.147296,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04824-of-07168.134815,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04888-of-07168.72948,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04901-of-07168.23070,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04949-of-07168.75400,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04969-of-07168.108053,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.04987-of-07168.50514,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05001-of-07168.132203,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05046-of-07168.117714,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05094-of-07168.28564,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05099-of-07168.90101,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05157-of-07168.42536,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05166-of-07168.113665,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05193-of-07168.138493,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05221-of-07168.16610,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05229-of-07168.109645,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05432-of-07168.49330,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05437-of-07168.140118,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05458-of-07168.31555,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05462-of-07168.142909,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05492-of-07168.7957,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05494-of-07168.114329,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05500-of-07168.79847,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05507-of-07168.55139,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05553-of-07168.73980,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05555-of-07168.1777,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05649-of-07168.107589,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05684-of-07168.129332,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05734-of-07168.55250,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05742-of-07168.88141,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05749-of-07168.104101,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05797-of-07168.113541,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05854-of-07168.67615,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05914-of-07168.85612,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05919-of-07168.28810,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05929-of-07168.21248,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05969-of-07168.144505,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05993-of-07168.55946,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.05998-of-07168.55320,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06014-of-07168.104745,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06045-of-07168.67700,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06084-of-07168.120438,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06092-of-07168.15694,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06098-of-07168.15225,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06123-of-07168.108691,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06188-of-07168.126109,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06192-of-07168.130934,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06205-of-07168.145232,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06222-of-07168.42991,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06269-of-07168.77836,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06289-of-07168.56797,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06298-of-07168.82212,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06301-of-07168.123661,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06309-of-07168.113423,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06348-of-07168.77002,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06352-of-07168.22809,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06404-of-07168.128689,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06464-of-07168.50612,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06472-of-07168.100598,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06510-of-07168.133166,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06512-of-07168.118399,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06512-of-07168.140542,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06601-of-07168.73193,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06721-of-07168.119151,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06752-of-07168.133335,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
156,en.noclean.c4-train.06788-of-07168.105228,3,helpful,Can mosquito bites make you sick?,mosquito bites sick,"A mosquito is a flying insect that can puncture a person's skin to feed on the person's blood, which is commonly called being bitten by a mosquito.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,2022
